Original,Split,Literal_Translation,Fluent_Translation,Sentiment,Cleaned_Literal_Translation,Cleaned_Fluent_Translation
RT @user:  #StLaurent constitue #écosystème unique d'une grande richesse biologique #polqc http http,train,RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT RT @user: #StLaurent constitutes # ecosystem Single of a large wealth biological #polqc http http,RT @user: #StLaurent constitutes # unique ecosystem of great biological richness #polqc http http,2,RT @user: #StLaurent constitutes # ecosystem Single of a large wealth biological #polqc http http,RT @user: #StLaurent constitutes # unique ecosystem of great biological richness #polqc http http
"Ecotaxe suspendue : « un mauvais signal pour l’écologie »: Interrogé lors de l'émission Preuve par 3, François... http",train,"Ecotax suspended - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. "" one bad signal for Ecology ': Questioned during of the the issue Evidence by 3, François... http","Suspended Ecotax: ""A bad signal for ecology"": Interviewed at the show Evidence by 3, François... http://www.ec.ec.europa.eu/ec.int/comm/index_en.htm http://www.ec.europa.eu/ec.int/comm/index_en.htm http://www.ec.europa.eu/ec.int/comm/index_e.html http://ec.europa.eu/ec.int/comm/index_e.html http://ec.europa.eu/ec.int/comm/index_e.html http://ec.europa.eu/ec.int/en/index_e.html http://ec.ec.europa.eu/index_en.html http://ec.europa.eu.int/en/index_en.htm http: http: http: http: http: http: http:www.ec.europa.eu.int/ec.html http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http: http",0,"Ecotax suspended - No. "" one bad signal for Ecology ': Questioned during of the the issue Evidence by 3, François... http","Suspended Ecotax: ""A bad signal for ecology"": Interviewed at the show Evidence by 3, François... http://www.ec.ec.europa.eu/ec.int/comm/index_en.htm http://www.ec.europa.eu/ec.int/comm/index_en.htm http://www.ec.europa.eu/ec.int/comm/index_e.html http://ec.europa.eu/ec.int/comm/index_e.html http://ec.europa.eu/ec.int/comm/index_e.html http://ec.europa.eu/ec.int/en/index_e.html http://ec.ec.europa.eu/index_en.html http://ec.europa.eu.int/en/index_en.htm http:www.ec.europa.eu.int/ec.html http: http"
#Sénat @user devient présidente de la commission culture @user devient président de la commission développement durable #UDI,train,#Senate @user becomes President of the the Committee culture @user becomes President of the the Committee development sustainable #UDI,#Senate @user becomes Chair of the Culture Committee @user becomes Chair of the Sustainable Development Committee #UDI,1,#Senate @user becomes President of the the Committee culture @user becomes President of the the Committee development sustainable #UDI,#Senate @user becomes Chair of the Culture Committee @user becomes Chair of the Sustainable Development Committee #UDI
"@user Félicitations, nouvelles de nouvelles technologies d'énergie renouvelable sont toujours les bienvenus",train,"@user Congratulations, new of the new technologies Energy renewable are Always on welcome","@user Congratulations, news of new renewable energy technologies are always welcome",2,"@user Congratulations, new of the new technologies Energy renewable are Always on welcome","@user Congratulations, news of new renewable energy technologies are always welcome"
"@user c'est très bien, un peu light pour l'appel à projet ""territoires 0 gaspillage 0 déchet"", dommage! http",train,"@user It's very Well, one little light for the call to Project ""Territories 0 waste 0 waste"", Too bad! http","@user is very good, a little light for the call for project ""Territories 0 waste 0 waste"", damage! http",0,"@user It's very Well, one little light for the call to Project ""Territories 0 waste 0 waste"", Too bad! http","@user is very good, a little light for the call for project ""Territories 0 waste 0 waste"", damage! http"
Nous le verrons prochainement dans le cours sur le développement durable http,train,We on I'll see. soon in on courses on on development sustainable http,We will see this soon in the course on sustainable development http,1,We on I'll see. soon in on courses on on development sustainable http,We will see this soon in the course on sustainable development http
"Forages à #Cacouna: Québec a fait preuve de complaisance, estiment les environnementalistes |... http",train,"Drilling to #Cacouna: Quebec a Done proof of the complacency, consider on environmentalists - What? http","Drilling in #Cacouna: Quebec has shown complacency, environmentalists believe... http",2,"Drilling to #Cacouna: Quebec a Done proof of the complacency, consider on environmentalists - What? http","Drilling in #Cacouna: Quebec has shown complacency, environmentalists believe... http"
L'écologie ça fatigue http,train,Ecology This fatigue http,Ecology is getting tired http,0,Ecology This fatigue http,Ecology is getting tired http
"proie, exosphère, réchauffement climatique, technologie @user en 5 lignes http",train,"prey, exosphere, warming climate change, Technology @user in 5 lines http","prey, exosphere, global warming, technology @user in 5 lines http",1,"prey, exosphere, warming climate change, Technology @user in 5 lines http","prey, exosphere, global warming, technology @user in 5 lines http"
"#Energie RT""@user: Près de #Tarbes, l'usine de traitement des déchets autorisée pour produire du #gazvert http",train,"#Energy RT""@user: Near of the #Tarbes, the plant of the treatment of the waste authorised for produce of the #gazvert http","#Energie RT""@user: Near #Tarbes, the waste treatment plant authorised to produce #gazvert http",2,"#Energy RT""@user: Near of the #Tarbes, the plant of the treatment of the waste authorised for produce of the #gazvert http","#Energie RT""@user: Near #Tarbes, the waste treatment plant authorised to produce #gazvert http"
"Le finalité d'un trop grand nombre d'écologistes est de vendre des images qui frappent, même si ce sont des foutaises...",train,"The purpose of a too much Large number of ecologists is of the Sell of the pictures who strike, Same if the are of the Fucking...","The purpose of too many ecologists is to sell images that strike, even if they are bullshit...",0,"The purpose of a too much Large number of ecologists is of the Sell of the pictures who strike, Same if the are of the Fucking...","The purpose of too many ecologists is to sell images that strike, even if they are bullshit..."
Tunisie: Quatrième conférence sur le changement climatique et le développement en Afrique - Les outils… http #Afrique,train,Tunisia: Fourth Room on on change climate and on development in Africa - The tools... http #Africa,Tunisia: Fourth Conference on Climate Change and Development in Africa - Tools... http #Africa,1,Tunisia: Fourth Room on on change climate and on development in Africa - The tools... http #Africa,Tunisia: Fourth Conference on Climate Change and Development in Africa - Tools... http #Africa
@user @user car c'est une écologiste réaliste et de conviction,train,@user @user 'Cause It's a ecologist Realistic and of the conviction,@user @user because she's a realistic and conviction ecologist,2,@user @user 'Cause It's a ecologist Realistic and of the conviction,@user @user because she's a realistic and conviction ecologist
"Fiasco énergétique – Si vous ne vous intéressez pas à l'écologisme, ce dernier s'occupe par contre beaucoup de vous! http",train,"Fiasco Energy – If you do not you interest not to Greening, the last takes care by against a lot of the You! http","Energy Fiasco – If you're not interested in greening, it's a lot of you! http",0,"Fiasco Energy – If you do not you interest not to Greening, the last takes care by against a lot of the You! http","Energy Fiasco – If you're not interested in greening, it's a lot of you! http"
"REP : un besoin d'harmonisation au niveau européen, selon BIO by Deloitte: Un rapport, réalisé par ... http #écologie",train,"REP - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. one need of Harmonisation to level European, according to BIO by Deloitte: One report, achieved by ... http #ecology","Rep: a need for harmonisation at European level, according to BIO by Deloitte: A report, produced by ... http #ecology",1,"REP - No. one need of Harmonisation to level European, according to BIO by Deloitte: One report, achieved by ... http #ecology","Rep: a need for harmonisation at European level, according to BIO by Deloitte: A report, produced by ... http #ecology"
@user en résumé #defisdelactu normes écologiques + promoteurs + sans doute culture/communauté entrainent ce type de logement. Merci !,train,"@user in Executive summary #defisdelactu standards Environmental + promoters + without doubt culture/community training the type of the Housing. Thank you. - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no no no no no no no no no no no no no no no no no no no",@user in summary #defisdelactu ecological standards + promoters + no doubt culture/community lead this type of housing. Thank you!.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,2,@user in Executive summary #defisdelactu standards Environmental + promoters + without doubt culture/community training the type of the Housing. Thank you. - No. no,@user in summary #defisdelactu ecological standards + promoters + no doubt culture/community lead this type of housing. Thank you!.
"On se fait maintenant expliquer pourquoi on se fait ROULER pour ""notre bien"" avec les #éoliennes #HydroQuébec à #rdieconomie #RadioCanada",train,"On s Done Now explain Why? on s Done ROUND for ""our Good."" with on #wind turbines #HydroQuébec to #rdieconomy #RadioCanada","Now we get explained why we're getting drunk for ""our good"" with #HydroQuébec wind turbines at #rdieeconomy #RadioCanada",0,"On s Done Now explain Why? on s Done ROUND for ""our Good."" with on #wind turbines #HydroQuébec to #rdieconomy #RadioCanada","Now we get explained why we're getting drunk for ""our good"" with #HydroQuébec wind turbines at #rdieeconomy #RadioCanada"
Var : les #gendarmes vont patrouiller en voiture électrique http via@francebleu.fr,train,"Var - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. on #gendarmes go patrol in car Electrical http via@francebleu.fr",Var: #gendarmes will patrol by electric car http via@francebleu.fr,1,Var - No. on #gendarmes go patrol in car Electrical http via@francebleu.fr,Var: #gendarmes will patrol by electric car http via@francebleu.fr
